Kabupaten,Prediksi_2025,Prediksi_2026,Prediksi_2027,Prediksi_2028,Prediksi_2029,Prediksi_2030
Timor Tengah Utara,69.63335924843376,70.09578484053137,70.84339916994101,71.60083501561682,72.1689205760407,72.64777225232883
Toba Samosir / Toba,81.7591034330013,82.22330394502684,82.76924825083925,83.2522078929147,83.6993224366347,84.15874069636133
Tojo Una-Una,70.71263618885494,71.23868705756014,72.138529639151,72.79983360014589,73.20433350375876,73.62040736597481
Toli-Toli,72.78497235841773,73.31494193008392,74.07119872077699,74.77426118069786,75.6022739104747,76.23015632707117
Tolikara,52.9341514931951,53.11320381495016,53.71057170089233,54.397933429384764,54.61162568458408,54.5129209894074
Toraja Utara,76.34933742351839,76.99973058132831,77.6995043534831,78.44207280391433,79.03153071900353,79.57820697011512
Trenggalek,77.1634422390069,78.13878285109122,78.72843099881682,79.40649186509494,80.30170401100402,81.04732082458406
Tuban,75.80288151629225,76.57928100922621,77.3677554829233,78.13783675713943,78.89779749258246,79.64923680474588
Tulang Bawang Barat,72.55585381436073,72.9192024661263,73.69933135093925,74.42001733557159,75.05346017671985,75.49187784510511
Tulangbawang,74.76937459913668,75.32456225284952,75.91982336006716,76.52443964070713,77.0234127476988,77.46683853954008
Tulungagung,80.0226360488982,80.69725137586609,81.34936684499507,81.87969905588183,82.4829897149189,83.11574426902129
Wajo,75.44931068625178,75.76324411682249,76.42032061102228,77.13350764248347,77.80380273057408,78.27107807225032
Wakatobi,76.3674691517839,76.84574682446049,77.3683765630223,77.88586666197956,78.42407262465616,78.89177485450116
Waropen,70.51775817173178,70.42907567180758,70.63007407047719,71.21675444314342,71.82671383975573,72.12192852354498
Way Kanan,73.50926320251284,74.01392178149297,74.571210696104,75.11718899814143,75.6631057448103,76.17715872737641
Wonogiri,76.98718639812967,77.61050498670008,78.42422866543558,79.01978194999583,79.50651780621466,80.07654913755701
Wonosobo,73.81674066942782,74.051554799027,74.43074930329915,74.83672257280767,75.22711480990009,75.54729447043346
Yahukimo,53.038648155112654,52.993711454901444,53.576081376956836,54.119783611517775,54.15155013225725,53.91442741532176
Yalimo,52.44201950515308,53.319895948357825,53.968519634049485,54.74455643143384,55.190273298050734,55.65338155184846
